asset_id,reviewer,reviewed_on,decision,changes_made,notes
okutama_1_2_8_f001078,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_8_f001386,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_8_f000177,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_8_f000531,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_8_f000886,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_8_f001240,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_8_f001594,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_9_f000139,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_9_f000419,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_9_f000699,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_9_f000979,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_9_f001259,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_9_f000150,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_9_f000450,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_9_f000751,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_9_f001052,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_9_f001352,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_11_f000182,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_11_f000546,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_11_f000911,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_11_f001275,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_11_f001639,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_11_f000130,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_11_f000392,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_11_f000653,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_11_f000914,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_11_f001176,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_1_8_f000152,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_1_8_f000456,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_1_8_f000760,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_1_8_f001064,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_1_8_f001368,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_1_8_f000222,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_1_8_f000668,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_1_8_f001113,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_1_8_f001558,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_1_8_f002004,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_1_9_f000264,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_1_9_f000792,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_1_9_f001320,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_1_9_f001848,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_1_9_f002376,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_1_9_f000181,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_1_9_f000544,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_1_9_f000907,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_1_9_f001269,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_1_9_f001632,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_1_f000144,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_1_f000432,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_1_f000721,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_1_f001009,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_1_f001297,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_1_f000139,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_1_f000419,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_1_f000699,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_1_f000978,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_1_f001258,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_3_f000083,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_3_f000251,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_3_f000418,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_3_f000585,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_3_f000753,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_3_f000192,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_3_f000576,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_3_f000961,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_3_f001345,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_3_f001729,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_10_f000169,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_10_f000507,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_10_f000845,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_10_f001183,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_1_2_10_f001521,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_10_f000183,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_10_f000550,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_10_f000917,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
okutama_2_2_10_f001651,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; publisher person boxes align with visible people
dlr_train_i_2,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_3,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_5,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_6,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_7,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_8,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_15,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_17,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_18,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_19,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_20,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_22,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_23,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_24,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_28,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_29,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_30,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_32,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_train_i_33,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_test_i_1,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_test_i_4,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_test_i_9,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_test_i_10,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_test_i_11,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_test_i_12,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_test_i_13,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_test_i_14,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_test_i_16,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_test_i_21,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_test_i_25,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_test_i_26,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_test_i_27,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
dlr_test_i_31,Ali,2026-08-03,confirmed,0,Contact-sheet review completed; point mask aligns with visible crowd locations
